Statistik,Gebiet,Geschlecht,Jahr,Alter,Kalenderwoche,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,14,647,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,15,16746,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,15,158,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,15,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,15,68,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,15,116,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,15,255,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,15,446,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,15,631,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,15,856,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,15,1026,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,15,1777,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,15,2506,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,15,2769,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,15,3237,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,15,2254,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,15,597,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,16,16540,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,16,125,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,16,55,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,16,63,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,16,100,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,16,251,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,16,452,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,16,597,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,16,846,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,16,962,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,16,1672,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,16,2494,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,16,2833,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,16,3178,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,16,2297,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,16,615,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,17,16550,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,17,156,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,17,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,17,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,17,124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,17,235,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,17,414,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,17,623,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,17,873,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,17,960,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,17,1772,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,17,2420,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,17,2831,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,17,3120,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,17,2281,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,17,637,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,18,15803,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,18,143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,18,54,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,18,63,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,18,109,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,18,235,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,18,466,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,18,609,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,18,805,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,18,952,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,18,1653,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,18,2366,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,18,2578,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,18,2945,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,18,2214,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,18,611,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,19,16074,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,19,143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,19,54,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,19,67,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,19,110,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,19,257,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,19,437,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,19,609,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,19,834,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,19,956,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,19,1802,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,19,2443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,19,2654,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,19,2953,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,19,2137,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,19,618,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,20,15763,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,20,171,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,20,44,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,20,72,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,20,123,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,20,250,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,20,461,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,20,631,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,20,882,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,20,896,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,20,1711,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,20,2403,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,20,2615,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,20,2882,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,20,2068,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,20,554,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,21,16453,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,21,145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,21,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,21,65,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,21,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,21,249,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,21,440,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,21,669,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,21,882,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,21,984,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,21,1753,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,21,2379,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,21,2776,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,21,3107,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,21,2206,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,21,610,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,22,15211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,22,127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,22,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,22,72,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,22,124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,22,222,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,22,434,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,22,588,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,22,801,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,22,899,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,22,1707,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,22,2329,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,22,2458,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,22,2799,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,22,2046,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,22,558,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,23,16215,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,23,153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,23,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,23,73,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,23,125,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,23,262,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,23,461,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,23,614,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,23,848,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,23,1033,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,23,1705,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,23,2517,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,23,2651,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,23,2989,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,23,2117,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,23,615,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,24,16176,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,24,167,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,24,49,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,24,59,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,24,129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,24,282,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,24,473,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,24,648,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,24,844,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,24,942,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,24,1719,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,24,2379,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,24,2683,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,24,3044,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,24,2151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,24,607,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,25,15268,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,25,130,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,25,54,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,25,71,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,25,104,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,25,274,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,25,421,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,25,593,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,25,868,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,25,902,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,25,1602,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,25,2312,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,25,2554,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,25,2742,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,25,2088,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,25,553,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,26,15583,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,26,150,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,26,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,26,55,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,26,124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,26,258,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,26,468,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,26,631,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,26,863,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,26,858,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,26,1665,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,26,2340,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,26,2609,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,26,2911,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,26,2036,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,26,563,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,27,16029,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,27,150,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,27,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,27,60,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,27,90,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,27,261,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,27,446,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,27,636,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,27,876,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,27,965,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,27,1736,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,27,2472,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,27,2654,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,27,2832,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,27,2188,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,27,616,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,28,15845,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,28,150,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,28,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,28,57,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,28,121,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,28,271,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,28,468,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,28,625,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,28,813,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,28,957,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,28,1600,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,28,2451,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,28,2623,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,28,2961,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,28,2116,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,28,582,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,29,16631,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,29,151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,29,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,29,60,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,29,127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,29,282,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,29,453,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,29,635,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,29,932,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,29,1027,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,29,1746,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,29,2454,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,29,2799,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,29,3146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,29,2166,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,29,600,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,30,16370,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,30,151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,30,55,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,30,83,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,30,129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,30,266,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,30,446,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,30,643,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,30,828,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,30,983,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,30,1748,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,30,2407,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,30,2768,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,30,3105,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,30,2166,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,30,592,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,31,15793,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,31,123,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,31,39,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,31,76,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,31,109,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,31,264,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,31,511,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,31,620,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,31,821,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,31,951,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,31,1662,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,31,2370,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,31,2681,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,31,2893,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,31,2099,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,31,574,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,32,15435,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,32,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,32,40,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,32,71,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,32,119,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,32,263,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,32,441,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,32,596,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,32,846,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,32,932,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,32,1626,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,32,2367,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,32,2549,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,32,2836,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,32,2042,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,32,566,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,33,15011,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,33,124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,33,41,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,33,70,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,33,92,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,33,249,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,33,419,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,33,562,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,33,809,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,33,922,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,33,1635,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,33,2322,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,33,2395,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,33,2843,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,33,2023,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,33,505,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,34,15526,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,34,149,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,34,54,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,34,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,34,98,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,34,233,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,34,473,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,34,656,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,34,833,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,34,951,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,34,1671,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,34,2361,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,34,2546,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,34,2871,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,34,2058,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,34,520,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,35,15938,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,35,140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,35,49,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,35,68,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,35,117,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,35,275,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,35,446,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,35,601,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,35,830,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,35,969,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,35,1641,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,35,2431,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,35,2645,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,35,3002,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,35,2127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,95+,35,597,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,Insgesamt,36,16260,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,0-29,36,148,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,30-34,36,57,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,35-39,36,61,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,40-44,36,138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,45-49,36,253,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,50-54,36,443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,55-59,36,629,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,60-64,36,857,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,65-69,36,999,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,70-74,36,1791,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,75-79,36,2406,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,80-84,36,2619,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,85-89,36,3034,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2014,90-94,36,2210,e
